"filename", "language", "Dart", "YAML", "Markdown", "Ruby", "C++", "Groovy", "Properties", "XML", "JSON", "Swift", "HTML", "Shell Script", "comment", "blank", "total"
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 9
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 1, 69
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 343, 0, 0, 0, 0, 0, 1, 344
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner/Info.plist", "XML", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 35
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 4, 16
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 4, 13
"/Users/csells/Code/Other/flutter_ai_toolkit/example/pubspec.yaml", "YAML", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38
"/Users/csells/Code/Other/flutter_ai_toolkit/example/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 15, 5, 39
"/Users/csells/Code/Other/flutter_ai_toolkit/example/web/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"/Users/csells/Code/Other/flutter_ai_toolkit/example/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"/Users/csells/Code/Other/flutter_ai_toolkit/example/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
